y,z,x1,x2,x3,x4,x5,x6,x7,x8,group
-1.97030899942417,1,65.05987964438732,1,3.9465705288531936,1,1.5178765546085813,1,1,14.524176093100548,historical
5.077951913231864,1,69.95761238729364,1,15.165569839063856,1,6.953419800122657,1,1,15.991801693621168,historical
-1.611314521806126,0,68.69204061583955,1,20.23417577875974,0,10.448103857513162,0,1,19.984313828334148,historical
3.4592731713373603,1,82.9905275854849,0,81.267459693978,1,8.011104111251978,1,1,17.42107975880067,historical
3.370542885175774,1,80.03478822014493,1,62.783093034713936,0,5.861540991490217,1,1,21.617717713444893,historical
-2.1245738755250705,0,80.27873119697246,0,28.37386549562132,1,17.435614546715982,1,1,15.54480199752781,historical
13.335643804175984,1,76.43536404784417,0,34.06423520356367,0,11.250041635059143,0,1,15.307533074934337,historical
2.178875290425112,1,73.58101672411348,0,102.89168589644339,1,3.9389581408544014,0,1,17.46374770631025,historical
0.6977812109060084,1,70.4535147903298,0,22.269016549075484,0,14.609142688119078,1,1,15.371586474555157,historical
9.481021581804235,1,73.51373760696484,1,92.22768338439255,2,4.553581594940314,1,1,11.173306404823899,historical
1.9422443828358853,1,85.42522479371891,1,109.12927937230603,1,14.968525874443495,0,1,12.429537697456729,historical
-1.186460973462384,1,77.79647011850743,1,11.240508706881194,0,3.5623931604911414,1,1,20.601069182720266,historical
7.648585242371013,1,74.0610641335086,0,133.40110291511908,0,10.765840999753753,1,1,19.90678176438067,historical
-5.879362860377639,0,74.03625969229222,1,46.525283358968366,1,6.863725125032304,1,1,18.09484440427313,historical
10.221900952774163,0,75.00787333135011,0,106.0116069139319,2,2.6359306527413597,1,1,17.941757364672675,historical
-8.235866955736334,0,83.67750621276498,1,49.36358890871973,1,6.777716962313358,1,1,13.271240111784138,historical
-2.3927644647943946,0,72.86815150183125,0,1.4436291501862257,0,10.128156031614427,1,1,19.596422656306007,historical
-8.011851508890155,0,70.34945948152729,0,21.774754219030378,0,4.333471549758093,1,1,17.0894168495802,historical
-4.728389166828576,1,76.59271321918374,1,34.29793636454109,0,15.587709673180381,1,1,12.738101009133153,historical
15.260070878524244,1,77.72472857150478,0,75.01123193972902,0,9.079163909653035,1,1,15.179432211212259,historical
2.1626500383043528,1,81.33369289871878,0,53.67437478126415,0,11.044827369808713,1,1,13.330224445899132,historical
8.73488919615138,1,70.37927252949886,1,5.269376313483377,0,5.458040570804588,1,1,12.999533151953536,historical
